id|nct_id|name|downcase_name
293517189|NCT04024306|System; Lupus Erythematosus|system; lupus erythematosus
293517281|NCT02757937|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293517291|NCT04216589|HIV Infections|hiv infections
293517292|NCT04216589|Non-Alcoholic Fatty Liver Disease|non-alcoholic fatty liver disease
293517351|NCT03521817|Alcohol Drinking|alcohol drinking
293517352|NCT03521817|Weight Loss|weight loss
293517353|NCT03521817|Adiposity|adiposity
293517354|NCT03521817|Obesity|obesity
293517355|NCT03521817|Visceral Obesity|visceral obesity
293517383|NCT06912321|Type 2 Diabetes|type 2 diabetes
293517384|NCT06912321|Insulin Resistance|insulin resistance
293517385|NCT06912321|Cognitive Impairment|cognitive impairment
293517401|NCT06910735|Obesity|obesity
293517402|NCT06910735|Obesity Recidivism|obesity recidivism
293517440|NCT03176615|Morbid Obesity|morbid obesity
293517441|NCT03176615|Weight Loss|weight loss
293517444|NCT06156137|COVID-19 Pneumonia|covid-19 pneumonia
293517445|NCT06156137|Type2diabetes|type2diabetes
293517518|NCT00969956|Retinopathy|retinopathy
293517519|NCT00969956|Nephropathy|nephropathy
293517520|NCT00969956|Diabetic Neuropathy|diabetic neuropathy
293517521|NCT00969956|Vascular Disease|vascular disease
293517522|NCT00969956|Ischemic Heart Disease|ischemic heart disease
293934024|NCT02186080|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293517731|NCT02811575|Type 2 Diabetes|type 2 diabetes
293517753|NCT01546597|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293517771|NCT06358729|Obesity; Familial|obesity; familial
293517772|NCT06358729|Pregnancy Related|pregnancy related
293517773|NCT06358729|Infant Behavior|infant behavior
293517776|NCT02643797|Type 2 Diabetes Mellitus (T2DM)|type 2 diabetes mellitus (t2dm)
293517820|NCT06392854|Obesity|obesity
293517911|NCT06272136|Type 1 Diabetes|type 1 diabetes
293517912|NCT06272136|Type2diabetes|type2diabetes
293517966|NCT06237244|Insulin Resistance|insulin resistance
293517967|NCT06237244|Coronary Artery Disease|coronary artery disease
293517976|NCT02180802|Obesity, Adolescent|obesity, adolescent
293517997|NCT01446276|Obesity|obesity
293517998|NCT01446276|Nonalcoholic Fatty Liver Disease|nonalcoholic fatty liver disease
293518036|NCT05636007|Hypodlycemia|hypodlycemia
293518052|NCT01471509|Type 2 Diabetes|type 2 diabetes
293518053|NCT01471509|Metabolic Syndrome|metabolic syndrome
293518062|NCT05479591|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
294074580|NCT06244888|Overweight and Obesity|overweight and obesity
293518071|NCT04237129|Diabetes Mellitus, Type 1|diabetes mellitus, type 1
293518076|NCT02386930|Type 2 Diabetes|type 2 diabetes
293518092|NCT02505451|Diabetes-related Complications|diabetes-related complications
293518173|NCT06329882|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293518263|NCT07174518|Children With Simple Obesity|children with simple obesity
293518264|NCT07174817|Infertility|infertility
293518265|NCT07174817|Weight Loss|weight loss
293518266|NCT07174817|Obesity|obesity
293518267|NCT07174817|IVF|ivf
293518342|NCT03534544|Diabetes Mellitus, Type 1|diabetes mellitus, type 1
293518376|NCT01692002|Diabetes Mellitus|diabetes mellitus
293518423|NCT05916131|Type 1 Diabetes|type 1 diabetes
293518424|NCT05916131|Hypoglycemia|hypoglycemia
293518487|NCT06649071|Obesity|obesity
293518488|NCT06649071|fMRI|fmri
293518489|NCT06649071|Clinical Classification|clinical classification
293518507|NCT02697565|Pediatric Obesity|pediatric obesity
293518508|NCT02697565|Obesity|obesity
293518607|NCT01901861|Type 2 Diabetes|type 2 diabetes
293518608|NCT00304941|Breast Cancer|breast cancer
293518609|NCT00304941|Insulin Resistance|insulin resistance
293518631|NCT00672399|Healthy Subjects|healthy subjects
293518642|NCT01792323|Type 1 Diabetes|type 1 diabetes
293518730|NCT01772680|Thalassemia|thalassemia
293518744|NCT03098017|Dietary Modification|dietary modification
293518768|NCT03379792|Type 1 Diabetes|type 1 diabetes
293518820|NCT01870297|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293518872|NCT02124759|Insulin Sensitivity|insulin sensitivity
293518985|NCT05497960|PreDiabetes|prediabetes
293518986|NCT05497960|Older Adults|older adults
293518987|NCT05497960|Muscle Loss|muscle loss
293518988|NCT05497960|Muscle Weakness|muscle weakness
293519091|NCT02211963|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293519124|NCT00468754|Diabetes Mellitus Type 1|diabetes mellitus type 1
293519178|NCT04205344|Anesthesia, Obstetrical|anesthesia, obstetrical
293934109|NCT03781232|Diabete Mellitus|diabete mellitus
293934110|NCT03781232|Medical Device|medical device
293934137|NCT02479035|Insulin Resistant|insulin resistant
293934138|NCT04241575|Fatty Liver, Nonalcoholic|fatty liver, nonalcoholic
293934139|NCT04241575|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293519253|NCT00943501|Diabetes|diabetes
293519254|NCT00943501|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293519273|NCT03774394|Chronic Kidney Disease (CKD)|chronic kidney disease (ckd)
293519274|NCT03774394|Type 2 Diabetes Mellitus (T2DM)|type 2 diabetes mellitus (t2dm)
293519275|NCT03774394|Coronary Artery Disease (CAD)|coronary artery disease (cad)
293519342|NCT06137066|Healthy|healthy
293519351|NCT01609088|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293934151|NCT01861756|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293519438|NCT01072578|Healthy Volunteers|healthy volunteers
293519465|NCT02113995|To Evaluate Clinical Results, Insulin Resistance and Inflammatory Response to Trauma in Morbidly Obese Patients|to evaluate clinical results, insulin resistance and inflammatory response to trauma in morbidly obese patients
293519466|NCT01778738|Type 2 Diabetes|type 2 diabetes
293519467|NCT01778738|Morbid Obesity|morbid obesity
293519506|NCT00237471|Myocardial Infarct|myocardial infarct
293519507|NCT00237471|Hyperglycemia|hyperglycemia
293519541|NCT04602572|Obesity|obesity
293519542|NCT04602572|Oral Diseases|oral diseases
293519543|NCT04602572|Periodontitis|periodontitis
293519544|NCT04602572|Dental Caries|dental caries
293519545|NCT04602572|Dental Erosion|dental erosion
293519570|NCT00006305|Coronary Disease|coronary disease
293519571|NCT00006305|Cardiovascular Diseases|cardiovascular diseases
293519572|NCT00006305|Heart Diseases|heart diseases
293519573|NCT00006305|Insulin Resistance|insulin resistance
293519574|NCT00006305|Diabetes Mellitus|diabetes mellitus
293519575|NCT00006305|Diabetes Mellitus, Non-Insulin-Dependent|diabetes mellitus, non-insulin-dependent
293519608|NCT05029804|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293519609|NCT05029804|Exercise|exercise
293519610|NCT05029804|Walking Pneumonia|walking pneumonia
293519611|NCT05029804|Diabetes|diabetes
293519623|NCT05977465|Diabetic Neuropathy Peripheral|diabetic neuropathy peripheral
293519634|NCT05035849|Type 2 Diabetes|type 2 diabetes
293934193|NCT02593032|Diabetes Mellitus|diabetes mellitus
293934194|NCT02593032|Hypertension|hypertension
293519702|NCT00526565|Obesity|obesity
293519726|NCT00911209|Obesity|obesity
293519727|NCT00911209|Heart Disease|heart disease
293519728|NCT00911209|Weight Loss|weight loss
293519729|NCT00911209|Diastolic Dysfunction|diastolic dysfunction
293934195|NCT02593032|Hyperlipidemia|hyperlipidemia
293934196|NCT04844918|Obesity|obesity
293519860|NCT05930834|Obesity|obesity
293519861|NCT05930834|Exercise|exercise
293519868|NCT02063048|Body Weight|body weight
293519869|NCT02063048|Body Weight Changes|body weight changes
293519870|NCT02063048|Prediabetic State|prediabetic state
293519871|NCT02063048|Prediabetes|prediabetes
293725790|NCT00467246|Diabetes Mellitus|diabetes mellitus
293519940|NCT07169136|Polycystic Ovarian Syndrome in Adolescent Females|polycystic ovarian syndrome in adolescent females
293519941|NCT07169136|Obesity (Disorder)|obesity (disorder)
293934211|NCT02307110|Insulin-Dependent Diabetes Mellitus 1|insulin-dependent diabetes mellitus 1
293520074|NCT07220772|Monogenic Obesity|monogenic obesity
293520120|NCT00441363|Type 2 Diabetes|type 2 diabetes
293520168|NCT05118217|Diabetic Peripheral Neuropathy|diabetic peripheral neuropathy
293520169|NCT05118217|Painful Diabetic Neuropathy|painful diabetic neuropathy
293520176|NCT03436212|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293520208|NCT01897662|Overweight|overweight
293520234|NCT02272153|Food Selection|food selection
293725797|NCT02313220|Obesity|obesity
293725806|NCT02082496|Obesity|obesity
293520271|NCT01055080|Beta-cell Autoimmunity|beta-cell autoimmunity
293520274|NCT05279768|Polycystic Ovary Syndrome|polycystic ovary syndrome
293725824|NCT04031599|Type 1 Diabetes|type 1 diabetes
293725839|NCT05892224|Obesity|obesity
293725840|NCT05892224|Functional Neuroimaging|functional neuroimaging
293520317|NCT03801824|Gestational Diabetes Mellitus|gestational diabetes mellitus
293520321|NCT03678896|Diabetes|diabetes
293520330|NCT04007107|Healthy Volunteers Diabetes Mellitus, Type 2|healthy volunteers diabetes mellitus, type 2
293520331|NCT04007107|Healthy Volunteers Overweight|healthy volunteers overweight
293520332|NCT04007107|Healthy Volunteers Obesity|healthy volunteers obesity
293725911|NCT00959608|Obesity|obesity
293520369|NCT02470403|Elevated Body Mass Index|elevated body mass index
293520383|NCT01830998|Dementia|dementia
293520384|NCT01830998|DM|dm
293520385|NCT01830998|MCI|mci
293520429|NCT01789671|Childhood Obesity|childhood obesity
293520432|NCT04753268|Weight Loss|weight loss
293520433|NCT04753268|Behavior, Health|behavior, health
293725956|NCT00842569|Obesity|obesity
293725996|NCT05539066|Health Behavior|health behavior
293725997|NCT05539066|Type2 Diabetes Mellitus|type2 diabetes mellitus
293520532|NCT05456854|Metabolic Disease|metabolic disease
293520588|NCT05756361|Diabetes Mellitus, Type 1|diabetes mellitus, type 1
293520589|NCT05756361|Obesity, Childhood|obesity, childhood
293520590|NCT05756361|Overweight|overweight
293520591|NCT05756361|Comorbidities and Coexisting Conditions|comorbidities and coexisting conditions
293553458|NCT03804658|Glucose Variability|glucose variability
293553459|NCT03804658|Cognitive Decline|cognitive decline
293726050|NCT03243136|Type2 Diabetes|type2 diabetes
293726063|NCT00980187|Hypertension|hypertension
293520637|NCT04854083|Type2 Diabetes|type2 diabetes
293726064|NCT00980187|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293726067|NCT00520962|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293726088|NCT00426920|Diabetes Mellitus|diabetes mellitus
293726105|NCT04983277|Diabetes Complications|diabetes complications
293726106|NCT04983277|Cardiovascular Diseases|cardiovascular diseases
293726107|NCT04983277|Cerebrovascular Disease|cerebrovascular disease
293934307|NCT00259324|Childhood Obesity|childhood obesity
293726144|NCT05795166|Obesity|obesity
293934318|NCT01710774|Diabetic Foot|diabetic foot
293934319|NCT01710774|Foot Ulcer|foot ulcer
293520679|NCT04096794|Type 1 Diabetes Mellitus|type 1 diabetes mellitus
293520685|NCT03653091|Type 2 Diabetes|type 2 diabetes
293726180|NCT03710746|Overweight and Obesity|overweight and obesity
293520695|NCT06124586|Diabetic Foot|diabetic foot
293520696|NCT06124586|Diabetes Mellitus|diabetes mellitus
293520697|NCT06124586|Peripheral Arterial Disease|peripheral arterial disease
293520698|NCT06124586|Diabetic Neuropathies|diabetic neuropathies
293520699|NCT06124586|Diabetic Retinopathy|diabetic retinopathy
293520700|NCT06124586|Anemia|anemia
293520701|NCT06124586|Ulcer Foot|ulcer foot
293520702|NCT06124586|Ulcer Ischemic|ulcer ischemic
293520703|NCT06124586|Diabetic Polyneuropathy|diabetic polyneuropathy
293520730|NCT06671587|Type 2 Diabetes (T2D)|type 2 diabetes (t2d)
293520747|NCT06738849|Diabetes Type 1|diabetes type 1
293520748|NCT06738849|Diabetes Type 2 on Insulin|diabetes type 2 on insulin
293520749|NCT06738849|Pancreatogenous Diabetes|pancreatogenous diabetes
293520813|NCT04247568|Obesity|obesity
293520814|NCT04247568|Weight Loss|weight loss
293726221|NCT06053177|Type 2 Diabetes|type 2 diabetes
293726222|NCT06053177|Pre Diabetes|pre diabetes
293726223|NCT06053177|Obstructive Sleep Apnea|obstructive sleep apnea
293726224|NCT06053177|Non-Alcoholic Fatty Liver Disease|non-alcoholic fatty liver disease
293726225|NCT06053177|Heart Failure|heart failure
293521038|NCT07175805|Lower Urinary Tract Symptoms|lower urinary tract symptoms
293521039|NCT07175805|Stress Urinary Incontinence|stress urinary incontinence
293521040|NCT07175805|Urge Urinary Incontinence|urge urinary incontinence
293521041|NCT07175805|Overactive Bladder|overactive bladder
293521042|NCT07175805|Pelvic Organ Prolapse|pelvic organ prolapse
293521043|NCT07175805|Weight Loss|weight loss
293521044|NCT07175805|Fecal Incontinence|fecal incontinence
293521045|NCT07175805|Bariatric Surgery|bariatric surgery
293521046|NCT07175805|glp1 Agonist|glp1 agonist
293521099|NCT07176338|Cataract|cataract
293521100|NCT07176338|Diabetes Mellitus Type 2|diabetes mellitus type 2
293521111|NCT05769868|Cirrhosis|cirrhosis
293521112|NCT05769868|Diabetes Mellitus|diabetes mellitus
293521113|NCT05769868|Oncologic Disorders|oncologic disorders
293726454|NCT06520501|MeSH|mesh
293726455|NCT04199351|Obesity|obesity
293726469|NCT01630369|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293726520|NCT00688987|Obesity|obesity
293726521|NCT00688987|Addison's Disease|addison's disease
293934384|NCT05646199|Polycystic Ovary Syndrome|polycystic ovary syndrome
293726565|NCT02843724|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293726576|NCT00269061|Non-Insulin-Dependent Diabetes Mellitus|non-insulin-dependent diabetes mellitus
293726633|NCT03659799|Type 1 Diabetes Mellitus|type 1 diabetes mellitus
293934413|NCT00346996|Type 1 Diabetes|type 1 diabetes
293553507|NCT05294861|Type2Diabetes|type2diabetes
293553529|NCT01545388|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293726717|NCT02691039|Obesity|obesity
293726718|NCT02691039|Overweight|overweight
293521170|NCT00025753|HIV Infections|hiv infections
293521171|NCT00025753|Insulin Resistance|insulin resistance
293726784|NCT06336239|Cardiovascular Disease|cardiovascular disease
293726785|NCT06336239|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293726863|NCT01315171|Hypo-unawareness|hypo-unawareness
293726864|NCT01315171|Type 1 Diabetes Mellitus|type 1 diabetes mellitus
293726876|NCT00395746|Diabetes|diabetes
293726877|NCT00395746|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293726888|NCT01992588|Diabetes|diabetes
293726889|NCT01992588|Diabetes Mellitus, Type 1|diabetes mellitus, type 1
293726895|NCT06265181|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293726904|NCT00324207|Type 1 Diabetes Mellitus|type 1 diabetes mellitus
293934481|NCT03587298|NAFLD|nafld
293726996|NCT02641548|Diabetes Complications|diabetes complications
293727084|NCT06727071|Type 1 Diabetes Mellitus|type 1 diabetes mellitus
293727092|NCT06745284|Obesity|obesity
293727098|NCT07060963|Self-Efficacy for Decision Making|self-efficacy for decision making
293727099|NCT07060963|Apgar Score|apgar score
293727100|NCT07060963|Behavior Change|behavior change
293727101|NCT07060963|Maternal and Neonatal Outcomes|maternal and neonatal outcomes
293727102|NCT07060963|Models, Theoretical|models, theoretical
293727103|NCT06886126|Obesity|obesity
293727155|NCT03574584|Metabolism and Nutrition Disorders|metabolism and nutrition disorders
293727156|NCT03574584|Overweight or Obesity|overweight or obesity
293727166|NCT01487798|Diabetes|diabetes
293727167|NCT01487798|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293727177|NCT03234322|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293727178|NCT03234322|Primary Prevention|primary prevention
294074774|NCT01212913|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293727246|NCT01702311|Diabetes|diabetes
293727279|NCT03081117|HIV Dementia|hiv dementia
293727280|NCT03081117|HIV-Associated Cognitive Motor Complex|hiv-associated cognitive motor complex
293727281|NCT00998686|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293727373|NCT02340793|Obesity|obesity
293521262|NCT06147752|Overweight/Obesity|overweight/obesity
293521263|NCT06147752|Prediabetes|prediabetes
293727409|NCT01472640|Hyperglycemia|hyperglycemia
293727410|NCT01472640|Chronic Heart Failure|chronic heart failure
293727418|NCT01680341|Diabetes|diabetes
293727419|NCT01680341|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293521264|NCT06147752|Weight Management|weight management
293727452|NCT03162926|Type 1 Diabetes Mellitus|type 1 diabetes mellitus
293727506|NCT05502562|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293727584|NCT04927546|Rheumatoid Arthritis|rheumatoid arthritis
293521270|NCT05461365|Anosmia|anosmia
293521271|NCT05461365|Smell Loss|smell loss
293934531|NCT04096989|PreDiabetes|prediabetes
293521272|NCT05461365|Paraosmia|paraosmia
293521273|NCT05461365|Hyposmia|hyposmia
293521274|NCT05461365|COVID-19|covid-19
293727650|NCT06417840|PreDiabetes|prediabetes
293727677|NCT05236517|Obesity|obesity
293934579|NCT02159378|Pregnancy|pregnancy
293934580|NCT02159378|Gestational Diabetes|gestational diabetes
293727723|NCT05666323|Obesity|obesity
293727762|NCT01264796|Type 2 Diabetes|type 2 diabetes
293727805|NCT00795704|Type 2 Diabetes|type 2 diabetes
293727813|NCT00395356|Obesity|obesity
293727822|NCT01832077|Diabetes Retinopathy|diabetes retinopathy
293727823|NCT01832077|Diabetes Macular Edema|diabetes macular edema
293727878|NCT06595173|Adolescent|adolescent
293727879|NCT06595173|Diabetes|diabetes
293727895|NCT06928571|Obesity|obesity
293934623|NCT07229781|Prediabetes|prediabetes
293728064|NCT01883258|Type 2 Diabetes|type 2 diabetes
293728109|NCT06542718|Gestational Diabetes|gestational diabetes
293728110|NCT06542718|Pregnancy Related|pregnancy related
293728111|NCT06542718|Pregnancy Complications|pregnancy complications
293728112|NCT06542718|Birth Weight|birth weight
293728113|NCT06542718|Insulin Resistance, Diabetes|insulin resistance, diabetes
293728114|NCT06542718|Intergenerational Relations|intergenerational relations
293728118|NCT05024032|Obesity|obesity
293728119|NCT05024032|Overweight|overweight
293728120|NCT05024032|Metabolism and Nutrition Disorder|metabolism and nutrition disorder
293521323|NCT06087185|Anxiety|anxiety
293728165|NCT02490098|Type 1 Diabetes|type 1 diabetes
293728171|NCT00555958|Obesity|obesity
294074845|NCT05473806|Hepatitis B, Chronic|hepatitis b, chronic
294074846|NCT05473806|Fibrosis, Liver|fibrosis, liver
293521324|NCT06087185|Obesity|obesity
293521325|NCT06087185|Eating Behavior|eating behavior
294074847|NCT05473806|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293521326|NCT06087185|Mindfulness|mindfulness
293521327|NCT06087185|Inflammation|inflammation
293728199|NCT02360254|Type 1 Diabetes Mellitus|type 1 diabetes mellitus
293728213|NCT03459079|Nonalcoholic Fatty Liver Disease (NAFLD)|nonalcoholic fatty liver disease (nafld)
293728214|NCT03459079|Type 2 Diabetes (T2DM)|type 2 diabetes (t2dm)
293728226|NCT03410277|Diabetes Mellitus, Type 1|diabetes mellitus, type 1
293521328|NCT06087185|Self-Control|self-control
293728262|NCT01231984|Diabetes Mellitus, Type 1|diabetes mellitus, type 1
293728263|NCT01231984|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293728266|NCT02479399|Type 2 Diabetes|type 2 diabetes
293728312|NCT00821795|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293728313|NCT01076478|Polyneuropathy|polyneuropathy
294074890|NCT05437653|Obesity|obesity
293934640|NCT07229482|T2D|t2d
293934641|NCT07229482|Blood Pressure|blood pressure
293934642|NCT07229482|Cardiometabolic Health|cardiometabolic health
293728347|NCT02878343|Obesity|obesity
293728428|NCT03959514|Diabetes Mellitus, Type 1|diabetes mellitus, type 1
293934681|NCT05291013|Adipose Tissue Dysfunction Type 2 Diabetes Mellitus Bariatric Surgery|adipose tissue dysfunction type 2 diabetes mellitus bariatric surgery
293728456|NCT03591718|Obesity|obesity
293728462|NCT00737776|Diabetes|diabetes
293728463|NCT00737776|Diabetes Mellitus, Type 1|diabetes mellitus, type 1
293728464|NCT00737776|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293728476|NCT01463969|PCOS|pcos
293728595|NCT03651765|Obesity Associated With Defects in Leptin-melanocortin Pathway|obesity associated with defects in leptin-melanocortin pathway
293728611|NCT03939624|Type2 Diabetes|type2 diabetes
293728612|NCT03939624|Myocardial Infarction|myocardial infarction
293728613|NCT03939624|Ischemic Stroke|ischemic stroke
293728614|NCT03939624|Cardiovascular Death|cardiovascular death
293728615|NCT03939624|Heart Failure|heart failure
293728616|NCT03939624|All-Cause Mortality|all-cause mortality
293728653|NCT02325622|Liver Cirrhosis|liver cirrhosis
293728654|NCT02325622|Diabetes Mellitus|diabetes mellitus
293728691|NCT04524949|Diabetes Mellitus, Type 1|diabetes mellitus, type 1
293521384|NCT00596063|Diabetes Mellitus|diabetes mellitus
293728787|NCT01739166|Lead Poisoning|lead poisoning
293728788|NCT01739166|Obesity|obesity
293728789|NCT01739166|Dental Decay|dental decay
293728811|NCT06592950|Type-2 Diabetes Mellitus (T2DM)|type-2 diabetes mellitus (t2dm)
293934684|NCT04319003|Type 2 Diabetes|type 2 diabetes
293934685|NCT04319003|Obesity|obesity
293934686|NCT04444375|Diabetes Mellitus|diabetes mellitus
293521424|NCT00851019|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293728978|NCT00894816|Eczema|eczema
293728979|NCT00894816|Allergy|allergy
293728980|NCT00894816|Asthma|asthma
293728981|NCT00894816|Obesity|obesity
293728982|NCT00894816|Dental Caries|dental caries
294074929|NCT06699329|Healthy|healthy
293729032|NCT02224807|Ductal Carcinoma In Situ|ductal carcinoma in situ
293729033|NCT02224807|Breast Cancer|breast cancer
293729070|NCT04254380|Diabetes Mellitus, Type 1|diabetes mellitus, type 1
293729088|NCT03376880|Childhood Obesity|childhood obesity
293729098|NCT00312156|Diabetes|diabetes
293729099|NCT00312156|Diabetes Mellitus, Type 1|diabetes mellitus, type 1
293729261|NCT01980017|Pre-diabetic|pre-diabetic
293729262|NCT01980017|Diabetic Type II Mellitus|diabetic type ii mellitus
293729285|NCT03864107|Obesity|obesity
293729286|NCT03864107|Metabolic Syndrome|metabolic syndrome
293729287|NCT03864107|Insulin Resistance|insulin resistance
293729290|NCT04926714|Eye Diseases|eye diseases
293729291|NCT04926714|Obesity Associated Disorder|obesity associated disorder
293729483|NCT05345353|Pediatric Obesity|pediatric obesity
293729493|NCT00135226|Diabetes Mellitus|diabetes mellitus
293729533|NCT02473081|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293729534|NCT02473081|Depression|depression
293729535|NCT04496817|Diabetic Retinopathy|diabetic retinopathy
293729536|NCT04496817|Type 2 Diabetes|type 2 diabetes
293729583|NCT01667900|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293729584|NCT01667900|Healthy Volunteers|healthy volunteers
293729587|NCT01151917|Insulin Resistance|insulin resistance
293729588|NCT01151917|Proteomics|proteomics
293729589|NCT01151917|Morbid Obesity|morbid obesity
293729623|NCT06118021|Overweight and Obesity|overweight and obesity
293729626|NCT01794429|Obesity|obesity
293729627|NCT01794429|Metabolic Syndrome X|metabolic syndrome x
293729628|NCT01794429|Drug-induced Obesity|drug-induced obesity
293729629|NCT01794429|Schizophrenia|schizophrenia
293729632|NCT04069234|Diabetes Mellitus|diabetes mellitus
293729633|NCT04069234|Microvascular Coronary Artery Disease|microvascular coronary artery disease
293729690|NCT03760991|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293729769|NCT00952991|Diabetes Mellitus, Non-Insulin-Dependent|diabetes mellitus, non-insulin-dependent
294074977|NCT06936280|Diabetes Distress|diabetes distress
294074978|NCT06936280|Diabetes Mellitus Type 1|diabetes mellitus type 1
293729782|NCT06615076|Postpartum Period|postpartum period
293729783|NCT06615076|Pregnancy|pregnancy
294074987|NCT06951945|Obesity|obesity
294074988|NCT06951412|Type 2 Diabetes|type 2 diabetes
293521584|NCT02060266|Diabetes|diabetes
293521585|NCT02060266|Healthy|healthy
293521590|NCT01149421|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293729784|NCT06615076|Hypertension, Pregnancy Induced|hypertension, pregnancy induced
293521706|NCT04125784|HIV Infections|hiv infections
293521707|NCT04125784|Dyslipidemias|dyslipidemias
293729843|NCT01212835|Morbid Obesity|morbid obesity
293729844|NCT01212835|Gastroesophageal Reflux Disease|gastroesophageal reflux disease
293729845|NCT01212835|Vomiting|vomiting
293521708|NCT04125784|Diabetes Mellitus|diabetes mellitus
293521709|NCT04125784|Cardiovascular Risk Factor|cardiovascular risk factor
293521710|NCT00162175|Metabolics Diabetes Nos|metabolics diabetes nos
293729901|NCT01323114|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293730032|NCT02372955|Diabetes Mellitus Type 2|diabetes mellitus type 2
293730041|NCT03889496|Diabetes Mellitus|diabetes mellitus
293934751|NCT04277741|Cholesterol, Elevated|cholesterol, elevated
293934752|NCT04277741|Overweight or Obesity|overweight or obesity
293934766|NCT04328363|PreDiabetes|prediabetes
293730140|NCT03717688|Diabetes|diabetes
293730141|NCT03717688|Heart Failure|heart failure
293730171|NCT04531176|Type 2 Diabetes|type 2 diabetes
293730172|NCT04531176|Obesity|obesity
294075008|NCT04520256|Overweight and Obesity|overweight and obesity
293730228|NCT06236906|Childhood Obesity|childhood obesity
293730229|NCT06236906|mHealth|mhealth
293730230|NCT06236906|Personalized Medicine|personalized medicine
293934795|NCT04607915|Type 2 Diabetes|type 2 diabetes
293934796|NCT03906513|Cornea|cornea
293934856|NCT04141111|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293730292|NCT04990024|Obesity|obesity
293730293|NCT04990024|Weight Loss|weight loss
293730361|NCT05798494|Overweight and Obesity|overweight and obesity
293730362|NCT05798494|Weight Loss|weight loss
293730363|NCT05798494|Pregnancy Related|pregnancy related
293730364|NCT05798494|Child Nutrition Sciences|child nutrition sciences
293730365|NCT05798494|Body Composition|body composition
293521742|NCT02253121|Hyperglycemia Steroid-induced|hyperglycemia steroid-induced
293521759|NCT03794934|Type 1 Diabetes Mellitus|type 1 diabetes mellitus
293521763|NCT05587426|Postprandial Glycemic Response|postprandial glycemic response
293521767|NCT06234111|Obesity Morbid|obesity morbid
293521768|NCT06234111|Multimorbidity|multimorbidity
293521769|NCT06234111|Obesity|obesity
293730392|NCT00655902|Metabolic Syndrome|metabolic syndrome
293730393|NCT00655902|Abdominal Obesity|abdominal obesity
293730394|NCT00655902|Heart Disease|heart disease
293730395|NCT00655902|Type 2 Diabetes|type 2 diabetes
293730424|NCT04540263|Obesity|obesity
293730442|NCT02928679|Osteoarthritis|osteoarthritis
293730443|NCT02928679|Obesity|obesity
293730449|NCT04299373|Bariatric Surgery Candidate|bariatric surgery candidate
293730487|NCT01271777|Insulin Resistance|insulin resistance
293730488|NCT01271777|Abdominal Obesity|abdominal obesity
293934910|NCT03482674|Health Behavior|health behavior
293934911|NCT03482674|Health Knowledge, Attitudes, Practice|health knowledge, attitudes, practice
293934912|NCT03482674|Literacy|literacy
293934913|NCT03482674|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293934914|NCT03482674|Diabetes|diabetes
293521785|NCT03138746|Diabetes Mellitus, Type II|diabetes mellitus, type ii
293521786|NCT03138746|Insulin Resistance|insulin resistance
293730568|NCT04292535|Insulin|insulin
293730569|NCT04292535|Exercise|exercise
293730592|NCT04084171|Type 1 Diabetes|type 1 diabetes
293730627|NCT06993103|Neonatal Hypoglycemia|neonatal hypoglycemia
293730628|NCT06993103|Metabolic Complication|metabolic complication
